run_id,source,item_index,title,summary,keywords,supertag,status
b1097899d9174b10abbfbce3e6bedf29,020_ner_MZ313548_F24_ES_El_Debate,11,Incidencia de la violencia política en Estados Unidos: ¿Se está incitando a las manifestaciones por parte de Trump?,"En los Estados Unidos se ha denunciado un aumento de la violencia política con situaciones preocupantes como el uso de la milicia contra ciudadanos, la parada militar en Washington y protestas en contra de las redadas migratorias. A ello hay que sumar el arresto de Brad Lander, candidato alcalde de Nueva York, así como el asesinato de una diputada estatal demócrata en Minnesota. En este contexto, se pregunta si la administración de Trump está incitando a la violencia política.","violencia política, Trump, manifestaciones, milicia, asesinato",Europa,completed
22e417d4480c45a7994ee4a1082a3e3a,021_ner_MZ313559_F24_ES_En_foco,12,El desaparecido mar Caspio: una tragedia ambiental en Kazajistán,"El mar Caspio, el mayor mar interior del mundo y hogar del preciado esturión salvaje, se está evaporando a un tasa alarmant. La sobreexplotación de los ríos que lo alimentan y el calentamiento global están causando la desaparición de 30.000 kilómetros cuadrados del mar, casi un 10% de su superficie. Este fenómeno afecta negativamente la economía de Kazajistán, ya que estas aguas han sido una fuente importante de empleos y recursos para millones de personas. Un activista medioambiental, Kirill Osin, dice que se necesita una acción inmediata para salvaguardar esta área única del planeta.","Mar Caspio, Evaporación, Esturión, Kazajistán, Calentamiento global",Medio Ambiente,completed
11cb966e6ae242188540b32660dd4dc8,012_ner_MZ450597_F24_EN_EYE_ON_AFRICA,13,Algeria Upholds Sansal's Five-Year Prison Sentence for Undermining National Unity,"[Algerian court upholds French-Algerian author Boualem Sansal's five-year prison sentence, rejecting a push from prosecutors to double it, following his conviction for undermining national unity. Prime Minister François Bayrou calls for the writer's pardon amidst diplomatic rift with France. Boualem Sansal's case deepens as his controversial views and works spark controversy in both Algeria and France.]","Boualem Sansal, prison sentence, national unity, France, Algeria",Africa,completed
f145faa46b784f82a41b3f04bb16a6a9,004_ner_F24_FR_JOURNAL_AFRIQUE_MZ532609,14,De l'héritage culturel remis en question : la ville d'Ife et son histoire conteste,"Située au Nigeria, Ife est considérée comme un lieu sacré pour le peuple Yoruba. Cette ville médiévale riche de nombreux trésors abrite une histoire millénaire qui a été remise en question à la suite d'une thèse d'archéologie soutenue par Léa Rott en 2023.

La thèse de Mme Rott a permis de confirmer l'existence d'un patrimoine exceptionnel, mais aussi d'ouvrir des questions sur le passé de la ville et son rapport aux origines. En effet, elle a notamment découvert que les récits et mythes qui ont été transmis depuis des siècles ne sont pas tous à prendre pour des vérités.

La thèse soulève aussi la question de l'influence coloniale sur le patrimoine culturel du continent africain. Si une majeure partie des objets anciens ont été découverts par des archéologues européens, les historiens yorubas contestent leur interprétation et soulignent que ces trésors appartiennent à la tradition orale locale.

Enfin, la thèse de Léa Rott pose une question sur l'identité du peuple Yoruba. La légende le dit originaire d'un point situé dans le Nil et entrant en contact avec les peuples grecs influencés par cette civilisation. Cette théorie est également contestée, car elle ne reflète pas la diversité culturelle de cette sous-région du Golfe de Guinée.","Ifé, Yoruba, patrimoine, histoire, controverse",Culture,completed
2a756b405d3e4a4c87da4dab2f56ef40,006_ner_F24_FR_En_tete_tete_MZ503321,15,Tibétain en exil : la répression chinoise sous Xi Jinping,"Le Tibétain Jayang Jinpa a participé à des manifestations en faveur du retour de sa sainteté, le Dalai Lama, au Tibet en 2008. Il y eut des morts et des arrestations ainsi qu'une répression extrême par la Chine. Depuis son exil en Inde, les Tibétains ont vu peu de mouvement de protestation au Tibet, mais il y a eu des auto-immolations, notamment un membre de sa famille proche. De plus, il est déplorable que le Tibet soit en train de perdre son identité au profit d'une assimilation forcée par la Chine, qui limite l'éducation via la langue tibétaine et interne milions d'enfants dans des internats coloniaux où ils sont uniquement enseignés par le biais de la langue chinoise. La situation est extrêmement urgente.","Tibet, Chine Xi Jinping, répression, auto-immolation, culture tibétaine",Asie-Pacifique,completed
b74dbb72ec544f69a2da46530402f79a,010_ner_RFI_FR_journal_des_sports_afrique_MZ535147,16,Le championnat congolais : Aigle du Congo et Mazembe s'affrontent pour le titre,"Le leader de la Ligue 1, l'Aigle du Congo, rêve de recevoir son premier titre lors des playoffs en battant le puissant Mazembe. En parallèle, le FC Saint-Éloi-Loupopo, deuxième au classement avec 32 points, se prepare à affronter l'AS Maniema Union, alors que Loupopo rêve de renouer avec le titre depuis 23 ans. Enfin, Alexandre Laffitte, vainqueur du championnat de la Côte d'Ivoire, prend la direction de Polo Kwané en Afrique du Sud. Et dans Côte d'Ivoire, l'édition Assaïe se prépare pour l'Afro Basket Féminin où les Nigeriennes seront les principales candidates.","Aigle du Congo, Mazembe, FC Saint-Éloi-Loupopo, AS Maniema Union, Alexandre Laffitte",Sports,completed
198d1374bafd46ca818119752f2d9941,003_ner_F24_FR_JOURNAL_AFRIQUE_MZ534462,17,African rumors: the mysterious offers of death and the sex thieves,"Two disturbing African rumors have been making headlines recently. The first one, known as 'offerings of death', originated in Senegal in 2010 and has since spread to neighboring countries. The second rumor, about the so-called 'sex thieves', has been circulating since the 1970s and has affected multiple African countries. In both cases, victims experience a sudden loss or shrinkage of their sexual organs after coming into contact with strangers, leading to violent reactions and in some cases, lynchings. Researchers Julien Bonhomme and Julien Bondaz have studied these rumors and written about them in two books.","offerings of death, sex thieves, Africa, rumor, mystery",Afrique,completed
69709385a5f64025982d48df916bb572,016_ner_MZ450158_F24_EN_Down_Earth,18,Drone technology saves Bambi: How thermal imaging helps fawns in France,"In France, a non-governmental organization is using high-tech drones to save newborn deer from being accidentally killed by farmers' mowers. The drones use thermal imaging to detect the difference between body heat and the environment, making it easier to spot fawns before they are harmed. Despite challenges such as combing through large areas of land and false positives in the form of warm animal waste, the organization has already had some success.","Fawn, Drone, Thermal imaging, France, Saving",Environment,completed
10f3b54909a849239834a43267904f70,022_ner_F24_ES_En_foco_MZ314172,19,El género de los Narco Corridos: glorificación o promoción del crimen?,"La presentación pública de este género musical ha sido prohibida en México y otras regiones, debido a su contenido que apoya la violencia organized crime. El presidente de la Corte Suprema de Justicia, Luis R. Conríquez, ha causado polémica al glorificar públicamente a El Mencho líder del cartel Jalisco Nueva Generación. Músicos como Charino Sánchez y Sergio Vega han sido asesinados en México por grupos criminales financiadores de su carrera. En respuesta, la presidenta de México lanzó el concurso México Canta, que busca canciones sin apología a la violencia o al crimen. El concurso ha sido criticado por artistas que se sienten marginados y por aquellos que consideran que esta música refleja la realidad actual del país.","Género musical, Narco Corridos, Droga, Violencia organized crime, Canción",Música,completed
5e7659af062c40aeadca64f51c74dd30,019_ner_MZ315513_F24_ES_El_Debate,20,Breve Guerra de 12 Días en Medio Oriente: ¿Quién Gana y Quién Pierde?,"Después de tres semanas de escalada bélica, los Estados Unidos lograron un alto el fuego entre Israel e Irán. Las dos partes acordarón un alto al fuego total en aproximadamente seis horas. Durante las 12 horas posteriores, se considera que la guerra terminará y oficialmente Irán será el primero en iniciar el alto al fuego y luego Israel. Se espera una implementación gradual en las próximas 24 horas.","Breve Guerra, Medio Oriente, Cese al fuego, Trump, Irán e Israel",Medio Oriente,completed
984cacc2e61c497ea15cfc29eae14489,008_ner_RFI_FR_grand_invite_Afrique_MZ535421,21,Quel avenir pour le financement des objectifs de développement en Afrique en raison des changements géopolitiques et économiques ?,"Le journaliste interviewe Aona Eziak-Onwa, qui était à Bruxelles cette semaine et a rencontré les officiels européens. Les discussions ont porté sur de nouveaux moyens de financement pour le développement afриain. Le déclin de l'aide américaine au développement et la suspension récente poussent l'Europe à faire plus de choses, ainsi que des réformes dans les institutions financières existantes. La guerre en Ukraine a également des conséquences sur le financement du développement. Dans ce contexte, le journaliste pose des questions sur la conférence internationale sur le financement du développement qui se tient à Séville la semaine prochaine et sur les priorités du PNUD lors de cette conférence.","Europe, financement du développement, PNUD, Afrique, aide au développement américaine",Économie / Technologie,completed
